NAME,"RATING","VOTES","GENRE","YEAR"
тау,5.693,1976,"фантастика, триллер",2018
высшее общество,5.691,4118,"фантастика, триллер",2018
аризона,5.688,773,"триллер, комедия, криминал",2018
пирсинг,5.685,3468,"ужасы, триллер, детектив",2018
ну здравствуй оксана соколова,5.68,6460,"комедия",2018
ёлки последние,5.679,14218,"комедия",2018
щелкунчик и четыре королевства,5.679,10772,"фэнтези, приключения, семейный",2018
медовый месяц,5.679,1929,"триллер, фантастика",2018
проклятие монахини,5.674,30842,"ужасы, триллер, детектив",2018
вечерняя школа,5.667,4674,"комедия",2018
кин,5.664,3852,"драма, боевик, фантастика",2018
голубая игуана,5.661,1427,"боевик, триллер, мелодрама",2018
распрекрасный принц,5.658,2129,"мультфильм, мюзикл, фэнтези",2018
стажёр,5.658,708,"комедия",2018
операция шаровая молния,5.648,2934,"боевик, триллер, драма",2018
летящие сквозь ночь,5.644,1251,"ужасы, фантастика",2018
танки,5.634,9954,"приключения, история, военный",2018
как не стать президентом,5.63,684,"драма, биография, история",2018
клуб миллиардеров,5.628,8897,"триллер, драма, биография",2018
донбасс окраина,5.623,1660,"драма, военный, триллер",2018
шпионская игра,5.62,1590,"триллер, приключения",2018
хищник,5.614,36034,"боевик, фантастика, триллер",2018
бэтменниндзя,5.611,1621,"аниме, мультфильм, боевик",2018
робин гуд начало,5.606,18952,"боевик, триллер, приключения",2018
винчестер дом который построили призраки,5.603,10803,"ужасы, фэнтези, триллер",2018
поезд на париж,5.599,2711,"триллер, драма, биография",2018
точка отрыва,5.596,1427,"комедия",2018
местные,5.592,1732,"триллер, фантастика",2018
уровень 16,5.592,706,"фантастика, триллер",2018
моя бывшая подружка,5.59,1124,"комедия",2018
химера,5.56,1768,"триллер, детектив",2018
